Family,Avg Percent Cover Across Species
Betulaceae,8.614457831325302
Diapensiaceae,1.8571428571428572
Polygonaceae,1.0858585858585859
Cyperaceae,4.164459161147903
Pyrolaceae,0.65
Scrophulariaceae,0.5906735751295337
Ericaceae,4.521774193548387
Salicaceae,3.1525
Asteraceae,1.3240740740740742
Poaceae,0.7421052631578947
Rosaceae,4.346456692913386
Empetraceae,3.6315789473684212
Ranunculaceae,0.6666666666666666
Equisetaceae,1.6451612903225807
Juncaceae,0.7833333333333333
Lycopodiaceae,0.5
Saxifragaceae,0.5208333333333334
Lentibulariaceae,0.6
Caryophyllaceae,0.5
Liliaceae,0.5384615384615384
Brassicaceae,0.5
Primulaceae,0.5
Papaveraceae,0.5
Valerianaceae,0.5
