uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"2ba1ed0b-8acc-42a3-b628-eec1188c9616","GUAN_009.basePlot.div","D04","GUAN",17.979430,-66.867833,"WGS84",20.10,114.1,0.1,"distributed","evergreenForest","GUAN_009","40.1.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","otherVariables","Y","Y",,,,,,,,,,,"other",1.00,,,"Shells","0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"fce4877d-b58a-40e8-9cde-a4a179caab62","GUAN_042.basePlot.div","D04","GUAN",17.970725,-66.863969,"WGS84",20.15,144.8,0.3,"tower","evergreenForest","GUAN_042","32.4.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N",,,,,,,7.00,"N",,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"cc414dd6-d96e-4448-a9b9-6b39de9fb258","GUAN_042.basePlot.div","D04","GUAN",17.970725,-66.863969,"WGS84",20.15,144.8,0.3,"tower","evergreenForest","GUAN_042","32.4.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","CODI8","Coccoloba diversifolia Jacq.","species","Polygonaceae","N",,,,,,,4.00,"N",,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"2a41d695-e553-45a7-932a-77692cebd635","GUAN_042.basePlot.div","D04","GUAN",17.970725,-66.863969,"WGS84",20.15,144.8,0.3,"tower","evergreenForest","GUAN_042","40.1.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","otherVariables","Y","Y",,,,,,,,,,,"wood",8.00,,,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"22a36627-95f0-4dc2-b2f7-a66a61b37174","GUAN_048.basePlot.div","D04","GUAN",17.969110,-66.864276,"WGS84",20.12,130.1,0.1,"tower","evergreenForest","GUAN_048","40.3.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","GYLU","Gymnanthes lucida Sw.","species","Euphorbiaceae","N",,,,,,,10.00,"Y",,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"9a93b21e-6bfc-48d7-a999-72b2208bf4f2","GUAN_042.basePlot.div","D04","GUAN",17.970725,-66.863969,"WGS84",20.15,144.8,0.3,"tower","evergreenForest","GUAN_042","31.1.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","otherVariables","Y","Y",,,,,,,,,,,"litter",70.00,,,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"4c42c1fc-956a-4a30-8377-66b2444641ff","GUAN_048.basePlot.div","D04","GUAN",17.969110,-66.864276,"WGS84",20.12,130.1,0.1,"tower","evergreenForest","GUAN_048","32.2.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","otherVariables","Y","Y",,,,,,,,,,,"litter",60.00,,,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"7fec2dbe-3728-444c-8097-a4182e544128","GUAN_009.basePlot.div","D04","GUAN",17.979430,-66.867833,"WGS84",20.10,114.1,0.1,"distributed","evergreenForest","GUAN_009","32.2.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","ACRE4","Acacia retusa (Jacq.) Howard","species","Fabaceae","N",,,,,,,12.00,"N",,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"c84e9821-0934-46c2-b4ef-18ee0cf9ce8f","GUAN_048.basePlot.div","D04","GUAN",17.969110,-66.864276,"WGS84",20.12,130.1,0.1,"tower","evergreenForest","GUAN_048","32.2.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","LELE10","Leucaena leucocephala (Lam.) de Wit","species","Fabaceae","I",,,,,,,1.00,"N",,,"0000-0001-5314-0662","0000-0002-6589-9569","OK",,"OK - no known exceptions"
"5f144775-3013-462f-8e5b-55e6d76aca2b","GUAN_048.basePlot.div","D04","GUAN",17.969110,-66.864276,"WGS84",20.12,130.1,0.1,"tower","evergreenForest","GUAN_048","41.4.1","2020-10-01",1,"GUAN.1.2020","NEON.DOC.014042vK","plantSpecies","Y","Y","SPCO7","Spermacoce confusa Rendle","species","Rubiaceae","N",,,,,,,1.00,"N",,,"0000-0002-9129-5419","0000-0001-5314-0662","OK",,"OK - no known exceptions"
